386, 1306, 5376, 2436
389, 948, 20580, 903
390, 302, 9282, 2421
391, 1331, 27132, 1422
392, 1259, 9100, 2735
393, 603, 28314, 2273
395, 1370, 31680, 1239
396, 979, 12636, 1902
398, 725, 20493, 1679
400, 689, 18722, 1377
401, 1277, 36704, 1907
402, 303, 15080, 729
403, 110, 7475, 1585
404, 1010, 27434, 586
406, 522, 8700, 506
411, 905, 6048, 1564
414, 1488, 28652, 1931
416, 1610, 72500, 267
417, 1058, 21114, 571
418, 342, 5610, 1468
420, 852, 5700, 2121
421, 1097, 11100, 988
422, 664, 43200, 1558
427, 1528, 7656, 2075
428, 1140, 13888, 1201
431, 309, 13068, 344
432, 1533, 28800, 1213
435, 237, 9072, 2007
437, 1538, 22320, 973
439, 1218, 14040, 1136
440, 1276, 70200, 50
441, 1242, 7800, 1666
443, 1636, 14280, 1329
445, 527, 19008, 2067
446, 611, 35568, 1364
447, 1218, 12870, 238
458, 510, 22400, 648
461, 1156, 6760, 513
463, 1420, 13398, 1332
465, 557, 5400, 849
467, 615, 21600, 609
470, 1132, 5600, 50
471, 518, 10659, 1805
472, 1527, 5184, 1326
474, 761, 18560, 1567
475, 1535, 21320, 1988
477, 1423, 7260, 1915
479, 803, 17472, 1604
485, 840, 21760, 201
486, 600, 4212, 1970
488, 1287, 12880, 1426
490, 226, 8160, 3000
493, 1120, 36946, 1092
496, 1543, 13920, 1620
497, 1233, 9744, 1506
498, 1859, 40560, 2279
501, 1750, 7752, 567
502, 380, 3135, 2023
505, 1330, 20328, 2658
506, 131, 9702, 2321
507, 867, 7200, 2163
508, 1609, 24548, 1471
510, 1547, 10296, 1262
513, 978, 6552, 496
515, 1903, 12852, 1815
517, 1772, 5850, 2049
518, 110, 22785, 2270
521, 1007, 26880, 2355
522, 1318, 22360, 1457
523, 781, 30000, 251
524, 1620, 17342, 699
531, 409, 2805, 2959
535, 1214, 8640, 559
536, 1007, 18750, 1497
537, 1402, 6688, 1727
538, 425, 22500, 1462
541, 535, 11520, 1447
542, 358, 6820, 1191
543, 309, 6468, 1223
544, 1525, 15120, 1429
545, 1042, 13068, 298
548, 1837, 4335, 1664
550, 110, 6240, 2185
551, 1165, 11592, 2167
553, 552, 10890, 1476
554, 1685, 10400, 893
560, 1044, 14985, 1349
561, 882, 5950, 2116
566, 110, 14586, 1234
567, 1242, 5642, 2482
568, 879, 6188, 1687
570, 350, 5600, 737
571, 1242, 19845, 1656
572, 1734, 10880, 1922
576, 1434, 22320, 1765
580, 1357, 12600, 2867
582, 110, 29754, 705
584, 1690, 15960, 902
586, 923, 22032, 1519
587, 857, 8262, 1877
593, 710, 7245, 1956
594, 364, 12096, 1842
599, 1621, 7000, 1773
601, 834, 12597, 2374
602, 717, 15004, 2026
603, 1952, 7744, 1021
604, 461, 16926, 1962
606, 153, 5610, 1427
608, 1000, 30240, 830
609, 1911, 5700, 1699
613, 713, 29700, 221
614, 833, 14076, 2359
615, 1390, 25714, 1847
620, 1049, 16100, 2009
623, 1053, 11340, 610
627, 1129, 31680, 1655
628, 1378, 21252, 951
630, 1000, 9792, 1152
631, 714, 8400, 1064
632, 1228, 15390, 2073
635, 462, 8736, 2208
637, 809, 10000, 1460
639, 110, 20026, 1843
641, 595, 7260, 2099
645, 1037, 9338, 2306
646, 1503, 29295, 1802
647, 1693, 3420, 1310
648, 679, 19096, 1216
653, 539, 57246, 336
657, 230, 5474, 2864
659, 110, 28275, 1048
660, 616, 6510, 1858
663, 996, 24300, 2212
665, 1891, 30690, 3000
667, 1908, 9744, 2504
669, 659, 41000, 569
670, 110, 18734, 1515
672, 494, 24381, 2734
673, 958, 9120, 1877
674, 810, 12240, 3000
675, 1463, 5610, 317
677, 670, 13846, 912
679, 723, 4641, 1104
681, 604, 7854, 3000
682, 977, 13416, 830
683, 648, 8832, 2108
686, 422, 21120, 1361
689, 628, 4125, 50
692, 1277, 27000, 2700
694, 1190, 18144, 914
695, 1129, 27125, 2019
696, 1375, 6000, 244
699, 787, 26730, 1561
700, 1447, 10962, 1418
703, 1302, 32400, 1181
705, 778, 12160, 1133
707, 745, 18354, 50
709, 284, 42336, 2201
711, 1393, 21460, 785
713, 375, 12240, 870
716, 346, 24012, 952
717, 2085, 14300, 1141
718, 1067, 15552, 1263
719, 636, 18810, 1036
720, 758, 6720, 2010
721, 1128, 25389, 1459
723, 1003, 7068, 2140
724, 1050, 22880, 3000
725, 1324, 8100, 2016
727, 383, 8208, 1598
731, 1755, 10608, 1156
732, 522, 10472, 1195
736, 788, 33189, 1982
737, 1228, 11286, 1691
741, 624, 15318, 3000
742, 1609, 9120, 1342
743, 331, 22500, 988
744, 710, 14336, 2234
745, 543, 14674, 1666
746, 209, 4420, 2114
747, 316, 17856, 1827
749, 1046, 47850, 1589
750, 512, 2400, 2123
751, 770, 16524, 873
752, 1796, 4620, 1105
753, 646, 14616, 2137
761, 960, 10530, 3000
762, 461, 23750, 644
766, 558, 11492, 592
769, 1060, 8381, 515
770, 1070, 13230, 1469
773, 1439, 42768, 1460
775, 603, 8064, 1669
777, 1063, 20412, 2028
780, 146, 37665, 2106
781, 453, 16576, 561
784, 1089, 9720, 1437
785, 713, 18648, 2721
791, 1690, 11628, 1516
794, 1015, 35360, 1402
796, 1283, 17010, 1674
798, 1018, 11200, 968
805, 1084, 17136, 1231
808, 929, 50922, 2496
811, 710, 5355, 2473
812, 627, 7360, 2436
813, 652, 8316, 1135
818, 1378, 7560, 1010
819, 2669, 18240, 1465
823, 972, 7000, 1240
825, 711, 5220, 1323
827, 442, 59400, 1782
828, 1814, 13572, 825
831, 300, 7410, 1226
832, 216, 4050, 2278
834, 372, 21600, 1580
837, 1118, 26691, 1148
840, 492, 14256, 1979
844, 340, 3060, 2061
845, 1268, 14256, 1899
846, 1486, 15283, 824
848, 399, 8170, 579
852, 1195, 4940, 1597
855, 404, 9802, 1459
856, 1313, 7140, 819
857, 1000, 5800, 2117
858, 1721, 23345, 1546
860, 222, 16150, 1938
861, 487, 11340, 1914
862, 326, 13920, 954
863, 1163, 9900, 995
865, 1077, 9108, 1915
866, 910, 18810, 2282
869, 110, 5280, 1917
870, 734, 7650, 1083
872, 2653, 6006, 1882
873, 1329, 53856, 1255
877, 1242, 39960, 1904
880, 1163, 33264, 1796
883, 381, 9672, 1791
884, 848, 30000, 3000
885, 754, 14553, 2586
889, 630, 24276, 2277
890, 607, 20592, 243
893, 777, 23100, 2471
899, 1194, 19550, 1904
901, 1289, 17290, 116
902, 822, 16606, 1313
903, 960, 6210, 1529
905, 830, 8568, 2248
906, 542, 27144, 1929
907, 573, 23088, 494
908, 1037, 10098, 1224
910, 962, 5600, 1131
912, 1050, 6670, 1560
914, 504, 19968, 807
918, 565, 19250, 2221
921, 1929, 13608, 2102
922, 906, 7980, 1734
924, 1101, 10336, 2525
930, 1155, 35904, 582
931, 1039, 32550, 559
933, 1478, 4522, 2976
934, 1161, 10416, 50
935, 1910, 22275, 2267
936, 698, 8925, 1755
939, 1574, 18468, 1407
942, 1103, 12896, 1809
943, 906, 9375, 1639
944, 1240, 14742, 1258
946, 898, 12555, 1704
947, 1520, 20930, 2175
948, 2049, 7938, 2048
952, 965, 18600, 3000
953, 246, 12852, 1750
956, 2331, 38961, 1125
957, 167, 5040, 1234
958, 1519, 32103, 2629
959, 725, 16500, 985
960, 1217, 16275, 1520
962, 1088, 20900, 1326
965, 1004, 13775, 833
969, 1506, 13572, 965
970, 988, 4455, 2031
971, 612, 17100, 1974
974, 711, 10944, 1973
978, 456, 7650, 1014
980, 1207, 5746, 1074
982, 1297, 18354, 571
984, 352, 8928, 2094
985, 547, 15210, 1012
988, 2102, 7560, 156
990, 436, 22971, 746
991, 970, 9180, 1660
992, 1737, 14880, 1263
993, 541, 57120, 1361
994, 1320, 3840, 2154
996, 829, 23064, 1136
999, 1093, 6688, 2034
1004, 1115, 3744, 1126
1009, 2002, 15392, 2337
1011, 1939, 11484, 842
1013, 914, 12540, 2642
1014, 1333, 3800, 2413
1016, 1776, 20026, 1447
1018, 1123, 10584, 2614
1019, 658, 18696, 50
1020, 1052, 13104, 1384
1021, 710, 25080, 1513
1024, 1228, 3410, 1787
1025, 837, 6048, 2377
1026, 1475, 21504, 1557
1028, 658, 10368, 1627
1029, 1615, 36504, 1055
1030, 1165, 5440, 2360
1031, 839, 27456, 1066
1032, 1451, 26752, 1885
1034, 948, 7480, 1679
1035, 1224, 60900, 1241
1036, 1268, 11934, 266
1037, 277, 25024, 1483
1038, 956, 10440, 1514
1040, 1258, 39216, 2194
1041, 348, 6426, 1860
1042, 110, 11774, 312
1043, 1140, 20832, 3000
1045, 1368, 10013, 1686
1050, 1295, 5980, 1171
1052, 791, 20956, 448
1053, 566, 17632, 2171
1054, 1297, 6900, 1694
1058, 1427, 7488, 2062
1062, 1095, 33396, 50
1063, 500, 11760, 1691
1064, 1701, 9216, 1248
1066, 354, 45279, 1547
1067, 1315, 12896, 1265
1069, 1675, 21780, 2455
1070, 652, 25480, 644
1075, 1012, 12441, 2060
1076, 1130, 23064, 1396
1077, 470, 9918, 1486
1078, 1438, 7182, 1468
1081, 1060, 35178, 2301
1082, 1716, 10080, 2847
1084, 2278, 16740, 1157
1086, 1474, 27972, 1659
1088, 202, 32340, 417
1089, 741, 7350, 842
1091, 1723, 5775, 1791
1093, 974, 17952, 1032
1097, 794, 36432, 2476
1099, 1555, 28782, 1796
1102, 951, 4860, 50
1104, 1055, 22264, 1813
1105, 898, 17748, 2427
1106, 1207, 16422, 2714
1107, 156, 3630, 1846
1109, 569, 26730, 1945
1112, 1704, 10368, 1623
1113, 262, 9828, 2638
1114, 1289, 3300, 664
1116, 1773, 41984, 2277
1117, 506, 15680, 2774
1119, 1392, 5940, 1209
1122, 750, 3888, 1494
1123, 992, 36750, 50
1126, 1787, 22272, 745
1127, 1068, 18816, 905
1131, 594, 28652, 1989
1132, 479, 45408, 1007
1136, 889, 25480, 2564
1138, 1950, 31850, 1008
1139, 426, 17050, 774
1145, 2180, 25172, 1685
1147, 870, 12420, 1732
1149, 1603, 7800, 864
1151, 619, 17424, 1944
1152, 1511, 17600, 1783
1153, 385, 5440, 2267
1154, 692, 26040, 642
1157, 906, 21620, 3000
1158, 845, 6900, 1070
1160, 935, 25380, 343
1161, 872, 19760, 821
1164, 594, 15456, 486
1166, 962, 25200, 449
1167, 730, 6820, 957
1168, 1771, 33930, 1554
1172, 1001, 8232, 1809
1174, 1076, 11310, 393
1175, 1634, 42108, 2016
1176, 939, 23940, 1929
1179, 1848, 34944, 1764
1180, 959, 19800, 2481
1182, 1794, 22275, 1348
1183, 110, 6840, 2286
1185, 1606, 23976, 2439
1189, 1393, 13248, 2105
1191, 743, 17632, 1765
1194, 1342, 23275, 946
1196, 1400, 15912, 2459
1201, 270, 6960, 1743
1205, 776, 24570, 1280
1206, 245, 8096, 1967
1207, 110, 5040, 1200
1208, 955, 23520, 3000
1211, 922, 13524, 2962
1215, 1735, 8100, 2171
1216, 722, 5187, 1376
1217, 1206, 5712, 1766
1218, 110, 9180, 1072
1219, 764, 12696, 1388
1220, 1485, 24128, 1393
1221, 1544, 22680, 1763
1225, 1680, 46648, 642
1233, 1086, 28290, 1029
1235, 630, 38750, 1087
1236, 881, 19278, 1325
1243, 245, 12528, 1415
1249, 318, 10440, 2242
1255, 733, 38874, 590
1256, 725, 46872, 2452
1257, 1061, 34300, 1056
1258, 1411, 20328, 647
1262, 1184, 13872, 2084
1263, 551, 12600, 1131
1265, 230, 12768, 1265
1267, 477, 13392, 2262
1268, 1160, 16632, 853
1269, 1609, 25974, 2139
1271, 828, 6612, 1609
1273, 1792, 6006, 2041
1274, 586, 15360, 2924
1276, 719, 22770, 1828
1280, 972, 8008, 2069
1281, 1555, 7296, 164
1286, 1403, 8096, 474
1287, 1143, 12834, 1922
1295, 1900, 16560, 702
1296, 501, 18837, 1084
1297, 1632, 7488, 938
1298, 794, 9720, 1354
1299, 1304, 10557, 714
1300, 1271, 3705, 1946
1302, 1460, 3509, 1738
1306, 589, 6851, 2274
1307, 1218, 6760, 1900
1309, 823, 4256, 1940
1310, 110, 18000, 1389
1311, 1142, 21000, 1739
1312, 1566, 4840, 2736
1313, 110, 26880, 742
1314, 1509, 23925, 1635
1316, 1494, 13056, 724
1317, 1392, 14800, 1452
1320, 1010, 12376, 2015
1323, 934, 14850, 1191
1326, 1540, 13156, 2660
1328, 110, 14896, 979
1329, 1294, 33852, 1423
1330, 1597, 19536, 1323
1331, 2212, 5460, 2134
1333, 1474, 19488, 2005
1335, 959, 4032, 692
1338, 1116, 17864, 700
1339, 120, 30720, 1736
1346, 916, 35464, 903
1350, 915, 7436, 1423
1351, 1542, 5250, 1301
1356, 1430, 17298, 1329
1358, 359, 31968, 1168
1360, 489, 6960, 2151
1363, 1203, 11063, 605
1364, 353, 13050, 465
1369, 1065, 10764, 580
1370, 1783, 1980, 2948
1372, 508, 14976, 1315
1377, 930, 7200, 2082
1378, 541, 30720, 2868
1385, 1130, 12768, 3000
1389, 1134, 20160, 1524
1390, 716, 11040, 3000
1391, 1071, 9792, 598
1392, 1570, 15750, 221
1398, 724, 7980, 1182
1401, 1853, 47058, 1884
1402, 1017, 35000, 2242
1403, 992, 32190, 2275
1404, 1186, 7616, 1908
1405, 1466, 12096, 1016
1407, 1297, 7072, 1536
1408, 1021, 5580, 1367
1409, 1085, 22750, 2224
1411, 1087, 13224, 50
1412, 440, 15390, 1857
1415, 1527, 3300, 951
1416, 110, 11856, 2065
1422, 1117, 6660, 1831
1424, 1009, 21600, 2139
1428, 486, 13020, 1474
1429, 866, 30420, 333
1433, 795, 16100, 1016
1435, 1314, 13702, 2191
1436, 1051, 17748, 1398
1439, 1701, 7106, 2230
1441, 1336, 7700, 1311
1442, 1104, 32400, 1905
1443, 1165, 25900, 1556
1446, 796, 25327, 1622
1447, 1655, 8866, 1500
1448, 1514, 9300, 1776
1449, 1216, 31248, 489
1450, 234, 16965, 1445
1452, 1375, 10800, 1361
1456, 902, 2720, 779
1458, 373, 17424, 444
1459, 1572, 17472, 2255
1460, 1393, 16830, 882
1461, 1408, 18734, 500
1462, 1206, 21000, 1422
1465, 1141, 17640, 875
1468, 1292, 37000, 2262
1472, 1019, 21328, 1852
1475, 1778, 19285, 1957
1476, 1211, 29750, 50
1479, 851, 4536, 870
1480, 650, 17136, 50
1482, 1167, 28490, 1676
1483, 1308, 11808, 2401
1487, 1067, 23088, 489
1490, 870, 4620, 1253
1491, 295, 6240, 2701
1495, 1505, 3094, 2660
1497, 1495, 21600, 2195
1501, 1269, 10880, 1482
1502, 1307, 12600, 2709
1506, 1621, 21762, 1589
1510, 773, 6669, 669
1511, 522, 33000, 1602
1512, 1129, 19800, 2375
1517, 1251, 13950, 2703
1519, 1536, 10530, 1056
1520, 799, 12064, 1502
1521, 1903, 9000, 312
1523, 573, 27094, 944
1528, 1902, 16698, 2016
1531, 593, 5423, 1925
1532, 765, 18720, 1741
1533, 1279, 20010, 1315
1535, 1179, 18900, 1518
1539, 783, 10440, 1674
1540, 944, 2000, 1843
1544, 1514, 7125, 1525
1546, 336, 20358, 1190
1548, 1227, 25650, 527
1553, 938, 10556, 608
1556, 1061, 4950, 1616
1557, 993, 4114, 478
1558, 1034, 14742, 1310
1561, 1349, 6720, 2761
1565, 2357, 17328, 356
1568, 650, 8993, 2053
1572, 819, 34560, 679
1575, 670, 6072, 1181
1585, 844, 5950, 2263
1586, 1335, 17388, 685
1589, 470, 26158, 1638
1590, 482, 13650, 2064
1591, 1216, 6555, 1137
1594, 1306, 24624, 1284
1598, 1482, 4032, 1351
1602, 1347, 5670, 1756
1603, 1635, 10350, 2035
1605, 718, 36244, 3000
1606, 980, 10584, 2847
1613, 1154, 11856, 736
1616, 576, 5187, 1699
1618, 190, 8280, 1267
1619, 579, 11466, 735
1622, 1064, 44352, 2546
1625, 629, 5292, 1594
1626, 1559, 9867, 2432
1627, 158, 12950, 525
1629, 493, 16632, 1656
1631, 521, 22528, 1765
1632, 585, 13158, 1777
1633, 1435, 24219, 2486
1634, 1341, 18480, 3000
1638, 154, 5040, 2396
1640, 388, 10692, 1322
1641, 1001, 40176, 1034
1642, 1708, 18900, 3000
1643, 1037, 6188, 1074
1644, 1323, 10098, 256
1645, 1286, 6174, 1333
1646, 1080, 15435, 918
1649, 110, 34125, 2133
1651, 821, 4000, 1754
1653, 1417, 4500, 515
1654, 793, 16660, 2013
1655, 395, 15390, 1920
1658, 986, 8140, 887
1660, 1028, 13572, 1686
1661, 1797, 19584, 1231
1662, 1055, 14144, 2391
1666, 433, 9614, 544
1667, 1037, 4875, 1785
1668, 1288, 9072, 672
1670, 794, 68850, 2726
1673, 969, 14400, 1784
1679, 1548, 27378, 1010
1680, 363, 17918, 606
1685, 654, 40020, 365
1692, 1560, 13464, 1346
1693, 837, 8700, 2480
1694, 861, 9568, 50
1702, 1445, 15808, 2021
1703, 732, 21000, 2361
1706, 1778, 22464, 1060
1707, 932, 11760, 1762
1708, 1521, 5550, 1513
1709, 1487, 4785, 1336
1713, 461, 11700, 935
1714, 170, 23529, 50
1715, 2304, 16929, 2545
1718, 858, 34410, 1563
1721, 1206, 24180, 1901
1723, 668, 26208, 2035
1726, 949, 12960, 2705
1727, 939, 31768, 113
1729, 1622, 16443, 1414
1731, 408, 10752, 1806
1733, 2217, 37440, 2693
1739, 1704, 25920, 1334
1740, 1402, 27528, 2230
1744, 334, 7371, 2063
1745, 120, 22680, 1685
1746, 627, 11424, 896
1747, 284, 5780, 242
1750, 705, 9504, 324
1751, 1336, 27195, 1955
1753, 110, 35061, 1337
1755, 110, 14490, 1446
1756, 774, 25920, 1914
1759, 110, 9310, 2257
1761, 903, 18500, 2553
1762, 1170, 11424, 2928
1763, 110, 6336, 1556
1765, 1724, 21528, 1793
1767, 110, 13175, 1983
1768, 1972, 18515, 2588
1769, 1323, 19440, 1994
1772, 1091, 18392, 1879
1775, 551, 16632, 844
1776, 1132, 16675, 1213
1778, 110, 37044, 2171
1779, 604, 29920, 713
1780, 1374, 17100, 2340
1781, 1313, 15725, 2206
1782, 822, 21294, 921
1785, 1015, 60800, 2474
1786, 952, 19456, 333
1788, 445, 6480, 2002
1791, 973, 18972, 1442
1792, 1216, 15428, 766
1793, 215, 15840, 2555
1797, 430, 6496, 1097
1799, 1562, 27648, 995
1801, 1010, 22134, 1960
1802, 915, 3990, 1010
1803, 264, 15120, 1957
1805, 1613, 41440, 1582
1807, 2159, 17052, 2424
1808, 456, 13524, 1097
1810, 1619, 18144, 1888
1813, 602, 9350, 2440
1816, 1012, 10608, 1854
1819, 110, 37000, 1386
1820, 752, 15660, 1264
1821, 896, 4800, 873
1822, 727, 12825, 338
1823, 764, 17199, 1402
1828, 1644, 60450, 996
1829, 1067, 7680, 1805
1830, 1053, 9200, 546
1833, 1111, 14196, 829
1834, 1040, 17556, 2121
1835, 722, 10920, 2604
1837, 837, 31968, 1267
1838, 2047, 7938, 2255
1840, 658, 11286, 1981
1841, 1444, 10200, 1844
1842, 887, 3135, 50
1843, 2178, 4554, 1724
1846, 774, 25900, 1130
1854, 1224, 15640, 1261
1856, 410, 20160, 2059
1857, 1076, 2400, 1849
1860, 1141, 18050, 1679
1862, 1823, 6300, 1841
1863, 246, 10982, 1214
1865, 884, 6240, 713
1867, 535, 22400, 1587
1868, 1776, 15190, 1535
1871, 110, 12512, 890
1874, 1444, 12274, 2746
1877, 1442, 13392, 2408
1879, 197, 11475, 2786
1880, 904, 10400, 642
1882, 497, 4080, 2968
1889, 1666, 7722, 1777
1891, 858, 4050, 1266
1895, 843, 6240, 2057
1897, 1419, 5760, 1011
1902, 1172, 26208, 1132
1904, 1740, 8602, 1441
1905, 329, 5456, 2799
1906, 1920, 5824, 50
1911, 949, 17290, 2308
1914, 780, 6912, 1293
1919, 1494, 5460, 2116
1920, 147, 39032, 1119
1921, 1003, 12288, 2757
1923, 1564, 9240, 1283
1925, 1211, 17640, 554
1929, 352, 20000, 833
1931, 458, 9300, 2226
1937, 1288, 68796, 1654
1938, 364, 5500, 2736
1946, 2030, 10557, 1364
1950, 1209, 9750, 1891
1951, 721, 40095, 726
1952, 2140, 29792, 1610
1954, 1060, 7182, 50
1955, 1406, 13392, 1183
1956, 1371, 19656, 1471
1960, 611, 9548, 1135
1963, 353, 50778, 1592
1964, 1849, 5760, 302
1965, 1708, 13104, 2139
1966, 554, 36963, 2070
1967, 344, 38025, 1300
1968, 110, 29670, 1943
1971, 1558, 16120, 821
1972, 898, 9135, 3000
1973, 1077, 10890, 1250
1974, 1632, 13860, 1274
1975, 1280, 9548, 589
1978, 665, 34000, 3000
1979, 911, 18975, 2125
1981, 144, 9568, 1613
1982, 1233, 9396, 1255
1983, 1635, 12920, 1290
1984, 252, 15500, 1064
1987, 366, 24087, 516
1988, 110, 7888, 2091
1989, 1995, 16146, 1789
1991, 924, 9450, 1042
1992, 1181, 17248, 298
1993, 1286, 17710, 2213
1995, 1291, 8008, 1544
1998, 724, 21168, 628
2000, 1712, 14630, 760
2001, 705, 48790, 1220
2005, 193, 8671, 1340
2007, 1037, 16524, 2574
2008, 1254, 15840, 1889
2010, 1566, 7371, 1088
2011, 839, 31968, 756
2014, 110, 26334, 272
2016, 778, 14175, 1953
2019, 1860, 34560, 2508
2020, 1052, 41971, 1618
2021, 426, 23760, 2250
2022, 1128, 15004, 1580
2023, 595, 10800, 409
2024, 398, 6615, 1269
2025, 503, 10404, 1431
2026, 900, 31500, 1360
2027, 522, 16416, 1304
2031, 308, 40635, 891
2034, 2380, 23520, 1500
2037, 798, 45279, 344
2039, 1313, 28336, 3000
2040, 1056, 15295, 2245
2041, 1899, 9135, 1885
2044, 1092, 29348, 1767
2048, 650, 14157, 1042
2049, 1084, 9300, 343
2051, 888, 3600, 1521
2054, 801, 23408, 1613
2059, 487, 23598, 1315
2060, 1157, 16848, 2099
2061, 1132, 16416, 2447
2062, 1500, 14700, 530
2065, 1776, 33480, 1199
2066, 2131, 42050, 2504
2067, 898, 23142, 2309
2068, 1394, 7040, 1884
2071, 1642, 18144, 2138
2075, 1222, 8008, 3000
2082, 468, 10080, 1459
2084, 729, 7000, 2599
2086, 1688, 17199, 2209
2088, 365, 44400, 459
2090, 110, 15080, 1027
2092, 724, 12950, 2250
2093, 1139, 26825, 66
2095, 1350, 32604, 2076
2097, 984, 13224, 1617
2099, 1768, 13920, 920
2100, 1149, 7854, 2827
2102, 1043, 13860, 404
2103, 475, 13800, 491
2105, 1521, 11160, 1205
2106, 1259, 29160, 436
