1205,776,39,30,21,1280
1206,245,22,16,23,1967
1207,110,30,14,12,1200
1208,955,40,28,21,3000
1211,922,23,21,28,2962
1215,1735,30,18,15,2171
1216,722,21,13,19,1376
1217,1206,28,12,17,1766
1218,110,30,18,17,1072
1219,764,24,23,23,1388
1220,1485,32,26,29,1393
1221,1544,45,18,28,1763
1225,1680,49,34,28,642
1233,1086,41,30,23,1029
1235,630,50,25,31,1087
1236,881,34,21,27,1325
1243,245,24,18,29,1415
1249,318,29,18,20,2242
1255,733,33,31,38,590
1256,725,42,31,36,2452
1257,1061,35,28,35,1056
1258,1411,33,22,28,647
1262,1184,34,24,17,2084
1263,551,24,21,25,1131
1265,230,32,19,21,1265
1267,477,31,16,27,2262
1268,1160,33,24,21,853
1269,1609,37,27,26,2139
1271,828,29,19,12,1609
1273,1792,21,11,26,2041
1274,586,24,20,32,2924
1276,719,30,23,33,1828
1280,972,28,22,13,2069
1281,1555,24,19,16,164
1286,1403,23,16,22,474
1287,1143,23,18,31,1922
1295,1900,40,18,23,702
1296,501,39,23,21,1084
1297,1632,24,13,24,938
1298,794,27,20,18,1354
1299,1304,27,17,23,714
1300,1271,15,13,19,1946
1302,1460,29,11,11,1738
1306,589,17,13,31,2274
1307,1218,26,13,20,1900
1309,823,19,16,14,1940
1310,110,30,30,20,1389
1311,1142,35,15,40,1739
1312,1566,22,10,22,2736
1313,110,48,35,16,742
1314,1509,33,29,25,1635
1316,1494,32,17,24,724
1317,1392,37,20,20,1452
1320,1010,26,14,34,2015
1323,934,33,18,25,1191
1326,1540,26,23,22,2660
1328,110,49,19,16,979
1329,1294,39,28,31,1423
1330,1597,37,22,24,1323
1331,2212,21,13,20,2134
1333,1474,29,24,28,2005
1335,959,16,12,21,692
1338,1116,29,22,28,700
1339,120,48,20,32,1736
1346,916,44,26,31,903
1350,915,26,13,22,1423
1351,1542,25,15,14,1301
1356,1430,31,31,18,1329
1358,359,36,24,37,1168
1360,489,29,15,16,2151
1363,1203,37,13,23,605
1364,353,29,15,30,465
1369,1065,26,18,23,580
1370,1783,15,12,11,2948
1372,508,26,16,36,1315
1377,930,36,20,10,2082
1378,541,40,24,32,2868
1385,1130,24,19,28,3000
1389,1134,40,21,24,1524
1390,716,24,20,23,3000
1391,1071,24,17,24,598
1392,1570,30,21,25,221
1398,724,21,20,19,1182
1401,1853,46,33,31,1884
1402,1017,50,28,25,2242
1403,992,37,29,30,2275
1404,1186,28,16,17,1908
1405,1466,36,12,28,1016
1407,1297,16,13,34,1536
1408,1021,31,12,15,1367
1409,1085,35,25,26,2224
1411,1087,24,19,29,50
1412,440,27,19,30,1857
1415,1527,15,11,20,951
1416,110,26,24,19,2065
1422,1117,37,10,18,1831
1424,1009,45,24,20,2139
1428,486,31,14,30,1474
1429,866,39,30,26,333
1433,795,25,23,28,1016
1435,1314,31,13,34,2191
1436,1051,29,18,34,1398
1439,1701,22,19,17,2230
1441,1336,22,14,25,1311
1442,1104,40,30,27,1905
1443,1165,37,28,25,1556
1446,796,43,31,19,1622
1447,1655,31,13,22,1500
1448,1514,31,10,30,1776
1449,1216,36,31,28,489
1450,234,39,15,29,1445
1452,1375,27,10,40,1361
1456,902,16,10,17,779
1458,373,33,22,24,444
1459,1572,39,32,14,2255
1460,1393,33,17,30,882
1461,1408,34,19,29,500
1462,1206,35,24,25,1422
1465,1141,35,14,36,875
1468,1292,40,37,25,2262
1472,1019,43,16,31,1852
1475,1778,29,19,35,1957
1476,1211,35,25,34,50
1479,851,18,12,21,870
1480,650,36,17,28,50
1482,1167,35,22,37,1676
1483,1308,41,12,24,2401
1487,1067,37,24,26,489
1490,870,22,15,14,1253
1491,295,24,10,26,2701
1495,1505,17,14,13,2660
1497,1495,32,25,27,2195
1501,1269,32,10,34,1482
1502,1307,30,28,15,2709
1506,1621,31,27,26,1589
1510,773,27,19,13,669
1511,522,44,30,25,1602
1512,1129,30,22,30,2375
1517,1251,31,25,18,2703
1519,1536,27,15,26,1056
1520,799,29,16,26,1502
1521,1903,25,15,24,312
1523,573,31,23,38,944
1528,1902,33,22,23,2016
1531,593,17,11,29,1925
1532,765,39,30,16,1741
1533,1279,29,23,30,1315
1535,1179,35,18,30,1518
1539,783,30,12,29,1674
1540,944,20,10,10,1843
1544,1514,19,15,25,1525
1546,336,39,29,18,1190
1548,1227,50,19,27,527
1553,938,26,14,29,608
1556,1061,33,15,10,1616
1557,993,17,11,22,478
1558,1034,27,21,26,1310
1561,1349,28,15,16,2761
1565,2357,38,19,24,356
1568,650,23,17,23,2053
1572,819,40,27,32,679
1575,670,22,12,23,1181
1585,844,25,14,17,2263
1586,1335,36,23,21,685
1589,470,41,29,22,1638
1590,482,26,15,35,2064
1591,1216,23,15,19,1137
1594,1306,38,27,24,1284
1598,1482,16,14,18,1351
1602,1347,21,10,27,1756
1603,1635,30,15,23,2035
1605,718,41,26,34,3000
1606,980,21,14,36,2847
1613,1154,39,16,19,736
1616,576,21,13,19,1699
1618,190,23,20,18,1267
1619,579,26,21,21,735
1622,1064,42,32,33,2546
1625,629,27,14,14,1594
1626,1559,33,13,23,2432
1627,158,37,10,35,525
1629,493,28,22,27,1656
1631,521,44,32,16,1765
1632,585,43,18,17,1777
1633,1435,39,23,27,2486
1634,1341,40,22,21,3000
1638,154,18,14,20,2396
1640,388,33,12,27,1322
1641,1001,36,36,31,1034
1642,1708,30,21,30,3000
1643,1037,28,17,13,1074
1644,1323,34,11,27,256
1645,1286,21,14,21,1333
1646,1080,35,21,21,918
1649,110,39,25,35,2133
1651,821,20,10,20,1754
1653,1417,15,12,25,515
1654,793,28,17,35,2013
1655,395,30,19,27,1920
1658,986,37,20,11,887
1660,1028,26,18,29,1686
1661,1797,36,17,32,1231
1662,1055,26,16,34,2391
1666,433,23,19,22,544
1667,1037,25,13,15,1785
1668,1288,24,14,27,672
1670,794,45,45,34,2726
1673,969,25,18,32,1784
1679,1548,39,27,26,1010
1680,363,34,31,17,606
1685,654,46,29,30,365
1692,1560,24,17,33,1346
1693,837,29,12,25,2480
1694,861,32,23,13,50
1702,1445,32,26,19,2021
1703,732,35,15,40,2361
1706,1778,36,24,26,1060
1707,932,28,14,30,1762
1708,1521,15,10,37,1513
1709,1487,15,11,29,1336
1713,461,36,25,13,935
1714,170,33,23,31,50
1715,2304,27,19,33,2545
1718,858,37,30,31,1563
1721,1206,39,20,31,1901
1723,668,39,24,28,2035
1726,949,36,18,20,2705
1727,939,44,38,19,113
1729,1622,29,21,27,1414
1731,408,21,16,32,1806
1733,2217,40,36,26,2693
1739,1704,40,24,27,1334
1740,1402,37,31,24,2230
1744,334,21,13,27,2063
1745,120,40,27,21,1685
1746,627,42,17,16,896
1747,284,17,10,34,242
1750,705,27,22,16,324
1751,1336,35,21,37,1955
1753,110,39,31,29,1337
1755,110,35,23,18,1446
1756,774,48,27,20,1914
1759,110,19,14,35,2257
1761,903,37,25,20,2553
1762,1170,24,17,28,2928
1763,110,22,16,18,1556
1765,1724,46,26,18,1793
1767,110,25,17,31,1983
1768,1972,35,23,23,2588
1769,1323,36,15,36,1994
1772,1091,38,22,22,1879
1775,551,36,22,21,844
1776,1132,29,23,25,1213
1778,110,42,42,21,2171
1779,604,44,17,40,713
1780,1374,38,25,18,2340
1781,1313,37,17,25,2206
1782,822,39,21,26,921
1785,1015,50,38,32,2474
1786,952,32,19,32,333
1788,445,27,15,16,2002
1791,973,31,17,36,1442
1792,1216,29,19,28,766
1793,215,40,18,22,2555
1797,430,16,14,29,1097
1799,1562,36,32,24,995
1801,1010,42,17,31,1960
1802,915,19,10,21,1010
1803,264,42,30,12,1957
1805,1613,37,28,40,1582
1807,2159,28,21,29,2424
1808,456,28,23,21,1097
1810,1619,42,27,16,1888
1813,602,22,17,25,2440
1816,1012,24,17,26,1854
1819,110,50,37,20,1386
1820,752,30,18,29,1264
1821,896,20,10,24,873
1822,727,25,19,27,338
1823,764,39,21,21,1402
1828,1644,50,31,39,996
1829,1067,16,12,40,1805
1830,1053,20,20,23,546
1833,1111,26,26,21,829
1834,1040,33,28,19,2121
1835,722,30,26,14,2604
1837,837,37,27,32,1267
1838,2047,27,14,21,2255
1840,658,27,22,19,1981
1841,1444,40,17,15,1844
1842,887,15,11,19,50
1843,2178,18,11,23,1724
1846,774,50,37,14,1130
1854,1224,34,23,20,1261
1856,410,28,20,36,2059
1857,1076,15,10,16,1849
1860,1141,38,25,19,1679
1862,1823,21,15,20,1841
1863,246,34,17,19,1214
1865,884,26,24,10,713
1867,535,32,25,28,1587
1868,1776,31,14,35,1535
1871,110,32,17,23,890
1874,1444,34,19,19,2746
1877,1442,31,24,18,2408
1879,197,27,17,25,2786
1880,904,32,25,13,642
1882,497,20,17,12,2968
1889,1666,33,13,18,1777
1891,858,15,10,27,1266
1895,843,39,10,16,2057
1897,1419,24,24,10,1011
1902,1172,42,26,24,1132
1904,1740,34,23,11,1441
1905,329,31,16,11,2799
1906,1920,16,14,26,50
1911,949,35,19,26,2308
1914,780,24,18,16,1293
1919,1494,26,14,15,2116
1920,147,41,28,34,1119
1921,1003,32,16,24,2757
1923,1564,22,15,28,1283
1925,1211,35,24,21,554
1929,352,32,25,25,833
1931,458,31,10,30,2226
1937,1288,49,39,36,1654
1938,364,25,22,10,2736
1946,2030,27,17,23,1364
1950,1209,50,15,13,1891
1951,721,45,27,33,726
1952,2140,38,28,28,1610
1954,1060,27,14,19,50
1955,1406,24,18,31,1183
1956,1371,39,14,36,1471
1960,611,22,14,31,1135
1963,353,42,39,31,1592
1964,1849,15,12,32,302
1965,1708,21,16,39,2139
1966,554,37,37,27,2070
1967,344,39,39,25,1300
1968,110,43,30,23,1943
1971,1558,31,20,26,821
1972,898,29,21,15,3000
1973,1077,33,33,10,1250
1974,1632,33,15,28,1274
1975,1280,31,22,14,589
1978,665,50,34,20,3000
1979,911,33,25,23,2125
1981,144,26,16,23,1613
1982,1233,29,12,27,1255
1983,1635,34,19,20,1290
1984,252,31,20,25,1064
1987,366,37,31,21,516
1988,110,29,16,17,2091
1989,1995,39,23,18,1789
1991,924,30,21,15,1042
1992,1181,28,22,28,298
1993,1286,35,23,22,2213
1995,1291,26,14,22,1544
1998,724,28,21,36,628
2000,1712,35,19,22,760
2001,705,41,35,34,1220
2005,193,29,13,23,1340
2007,1037,36,27,17,2574
2008,1254,36,22,20,1889
2010,1566,21,13,27,1088
2011,839,37,32,27,756
2014,110,33,21,38,272
2016,778,27,21,25,1953
2019,1860,32,27,40,2508
2020,1052,47,47,19,1618
2021,426,33,24,30,2250
2022,1128,31,22,22,1580
2023,595,30,20,18,409
2024,398,21,15,21,1269
2025,503,34,17,18,1431
2026,900,50,35,18,1360
2027,522,27,19,32,1304
2031,308,43,35,27,891
2034,2380,35,24,28,1500
2037,798,43,39,27,344
2039,1313,44,23,28,3000
2040,1056,35,23,19,2245
2041,1899,29,21,15,1885
2044,1092,44,23,29,1767
2048,650,33,13,33,1042
2049,1084,31,15,20,343
2051,888,15,12,20,1521
2054,801,38,22,28,1613
2059,487,38,27,23,1315
2060,1157,27,24,26,2099
2061,1132,24,19,36,2447
2062,1500,25,21,28,530
2065,1776,36,31,30,1199
2066,2131,50,29,29,2504
2067,898,38,29,21,2309
2068,1394,22,16,20,1884
2071,1642,36,24,21,2138
